"sample","BC1","BC2","BC3","BC4","BC5","BC6","BC7","BC12","BC9","BC10"
"ENSG00000020181.17",101,192,189,406,149,443,233,96,274,119
"ENSG00000020219.9",0,0,0,0,0,1,1,0,0,0
"ENSG00000020256.19",326,793,2814,593,411,358,689,295,445,173
"ENSG00000020426.10",163,614,268,438,249,528,773,564,200,160
"ENSG00000020577.13",52,117,55,262,126,525,336,129,95,151
"ENSG00000020633.18",111,113,49,126,133,170,113,54,103,133
"ENSG00000020922.12",485,537,272,1162,685,698,954,426,336,315
"ENSG00000021300.13",751,18,339,5673,63,877,359,164,201,16
"ENSG00000021355.12",269,1835,1040,2264,931,2632,1114,1254,439,1110
"ENSG00000021461.16",0,2,2,0,0,3,5,0,1,1
"ENSG00000021488.12",2,39,22,7,100,13,8,2,28,4
"ENSG00000021574.11",434,777,508,1149,635,678,1185,367,552,500
"ENSG00000021645.18",3,270,12,12,19,11,46,3,6,28
"ENSG00000021762.19",110,307,578,1603,1129,577,563,873,114,514
"ENSG00000021776.10",541,1110,854,1540,966,1183,1642,604,566,445
"ENSG00000021826.14",24,42,39,44,136,109,179,23,16,16
"ENSG00000021852.12",0,0,0,2,0,1,0,0,0,4
"ENSG00000022267.16",1349,186,165,401,230,466,940,265,135,152
"ENSG00000022277.12",1215,2511,1099,3723,2534,1675,1833,941,1459,832
"ENSG00000022355.16",0,0,0,0,14,0,3,0,0,0
"ENSG00000022556.15",6,150,3,10,2561,405,157,4,5,4
"ENSG00000022567.9",1516,640,806,796,778,133,345,121,991,123
"ENSG00000022840.15",1911,3198,3208,8124,4996,3531,3875,1497,2731,1256
"ENSG00000022976.15",16,229,131,136,94,243,253,114,91,52
"ENSG00000023041.11",987,1492,1042,1395,759,1402,1574,1489,867,1003
"ENSG00000023171.16",34,40,15,33,111,65,226,20,38,62
"ENSG00000023191.16",404,853,1163,4079,1266,1353,1269,967,428,397
"ENSG00000023228.13",961,2670,1530,2346,1711,1159,2458,1421,1598,1018
"ENSG00000023287.12",1870,4029,2416,4020,1634,3028,4031,539,853,601
"ENSG00000023318.7",1549,2397,834,2356,2222,1092,1686,846,742,1245
"ENSG00000023330.14",652,893,665,1487,1016,509,868,323,381,205
"ENSG00000023445.13",330,405,98,659,109,524,429,552,220,899
"ENSG00000023516.8",1006,749,408,1787,406,1460,1188,673,531,547
"ENSG00000023572.8",486,514,129,636,374,329,524,562,474,287
"ENSG00000023608.4",164,322,125,113,111,137,224,230,110,215
"ENSG00000023697.12",403,1071,300,724,444,376,788,608,307,658
"ENSG00000023734.10",2495,5611,2592,7459,3322,3619,4898,3205,4854,3192
"ENSG00000023839.10",9,6,11,15,9,38,25,10,26,207
"ENSG00000023892.10",147,205,243,685,515,760,326,146,395,411
"ENSG00000023902.13",2883,1080,554,785,2275,675,842,306,353,630
"ENSG00000023909.9",149,893,377,1230,224,356,847,295,868,289
"ENSG00000024048.10",710,1481,857,2105,691,1812,848,571,857,557
"ENSG00000024422.11",304,320,396,2861,1081,1305,724,347,335,193
"ENSG00000024526.16",312,958,232,157,372,372,1282,589,441,430
"ENSG00000024862.17",206,585,162,517,322,394,349,493,356,286
"ENSG00000025039.14",335,445,194,95,707,136,350,189,91,175
"ENSG00000025156.12",392,396,431,288,615,304,373,204,358,132
"ENSG00000025293.16",888,1590,619,2262,1239,1519,1877,757,1118,611
"ENSG00000025423.11",3,91,28,185,87,604,79,142,60,56
"ENSG00000025434.18",583,602,166,510,340,601,657,304,198,824
"ENSG00000025708.13",714,1141,769,1505,1299,1146,1062,878,710,1128
"ENSG00000025770.18",962,1713,795,1146,973,790,1313,508,398,453
"ENSG00000025772.7",802,698,509,1902,631,676,988,747,661,181
"ENSG00000025796.13",3690,1784,2632,4295,6487,1436,1995,1608,1279,745
"ENSG00000025800.13",466,605,1075,2628,1334,811,1811,359,1265,289
"ENSG00000026025.15",4311,5782,3515,8666,9790,7453,6065,3522,1823,4188
"ENSG00000026036.21",10,133,39,29,15,103,185,6,12,9
"ENSG00000026103.21",52,225,111,421,35,368,400,234,105,265
"ENSG00000026297.15",570,743,274,1053,1699,611,387,332,774,521
"ENSG00000026508.17",732,867,504,7108,6871,2231,1410,1131,10310,2077
"ENSG00000026559.13",10,445,1,3,224,13,241,68,2,5
"ENSG00000026652.13",85,147,30,132,205,175,398,74,81,73
"ENSG00000026751.16",359,1007,99,222,33,1140,380,395,192,663
"ENSG00000026950.16",216,496,164,1484,226,1508,564,420,822,682
"ENSG00000027001.9",344,396,118,809,359,377,815,546,250,411
"ENSG00000027075.14",251,236,315,155,111,283,362,190,318,748
"ENSG00000027644.4",3,0,0,10,43,7,3,3,2,2
"ENSG00000027697.13",838,1382,903,1667,1560,1552,1093,1796,1250,1667
"ENSG00000027847.13",215,1111,392,1851,714,898,726,194,380,231
"ENSG00000027869.11",71,85,12,32,249,52,119,31,95,75
"ENSG00000028116.16",149,231,154,448,1435,1533,412,382,301,156
"ENSG00000028137.18",449,328,290,441,238,477,289,115,280,301
"ENSG00000028203.17",854,2946,1069,3111,793,2586,3194,1799,3606,1170
"ENSG00000028277.21",70,135,32,148,116,177,162,23,51,127
"ENSG00000028310.17",734,1262,541,1880,756,924,1090,244,898,248
"ENSG00000028528.14",615,3608,2035,6848,2550,6600,2361,2384,1209,1355
"ENSG00000028839.9",300,330,178,227,449,281,656,339,129,436
"ENSG00000029153.14",80,464,70,774,89,210,357,185,32,115
"ENSG00000029363.16",3212,2206,2587,3371,3273,2464,3566,1615,3226,1292
"ENSG00000029364.11",1289,3371,2655,3430,1683,2759,2296,2930,2087,1696
"ENSG00000029534.19",5,82,39,14,84,39,89,8,12,96
"ENSG00000029559.6",21,48,1,12,11,12,24,24,4,7
"ENSG00000029639.10",156,281,142,244,225,142,398,230,198,150
"ENSG00000029725.16",1016,2701,2936,4454,2112,5588,2179,1682,2893,601
"ENSG00000029993.14",2102,1530,814,1861,4053,1105,6937,602,1312,1429
"ENSG00000030066.13",1417,1708,857,1536,592,1442,2500,912,1032,605
"ENSG00000030110.12",368,618,401,2404,332,915,1353,651,480,495
"ENSG00000030304.13",0,4,0,1,1,0,2,1,3,0
"ENSG00000030419.16",37,125,49,157,492,172,236,131,42,180
"ENSG00000030582.17",3045,5786,2658,9595,6556,5102,4033,2272,2452,2573
"ENSG00000031003.10",172,1280,571,2411,364,1620,952,431,630,370
"ENSG00000031081.10",387,187,202,430,325,419,294,164,176,166
"ENSG00000031691.6",111,482,144,388,200,752,426,424,146,119
"ENSG00000031698.12",690,2582,2368,6657,1422,2198,3391,1351,923,988
"ENSG00000031823.14",773,1327,1438,2146,1407,1189,1158,410,1330,443
"ENSG00000032219.18",509,443,394,377,150,551,461,200,356,198
"ENSG00000032389.12",559,466,360,1594,457,464,760,351,349,318
"ENSG00000032444.15",842,979,720,1141,749,795,1198,219,878,531
"ENSG00000032742.17",186,449,176,1291,282,636,375,348,181,224
"ENSG00000033011.11",336,401,347,2087,332,463,594,236,319,114
"ENSG00000033030.13",381,1757,802,857,763,1272,1143,372,609,289
"ENSG00000033050.7",988,1573,1073,2917,2036,1036,1450,448,1328,635
"ENSG00000033100.16",404,1124,719,2163,939,1055,832,383,1280,488
"ENSG00000033122.18",14,21,4,10,6,9,26,8,14,7
"ENSG00000033170.16",202,2946,1095,1505,438,883,2107,1063,665,566
"ENSG00000033178.12",678,1026,885,1787,849,1280,1761,1086,799,1186
"ENSG00000033327.12",87,226,333,1430,143,529,730,151,354,107
"ENSG00000033627.16",669,1958,556,2597,1395,1195,942,207,915,316
"ENSG00000033800.13",214,629,433,778,551,1004,703,451,329,649
"ENSG00000033867.16",192,520,368,801,622,5380,1784,474,1254,378
"ENSG00000034053.14",127,6,129,105,133,152,158,25,9,14
"ENSG00000034152.18",576,354,349,1562,1422,623,824,1227,745,258
"ENSG00000034239.10",0,5,2,9,7,61,2,4,7,11
"ENSG00000034510.5",64754,22723,17530,28781,50027,20603,62013,52898,26710,66766
"ENSG00000034533.11",92,241,77,129,125,283,232,117,178,88
"ENSG00000034677.12",767,2591,1348,2454,1269,2441,2340,922,1024,2049
"ENSG00000034693.14",146,209,310,263,239,263,453,250,469,436
"ENSG00000034713.7",883,5236,2217,3594,1913,3523,3779,4163,1147,1642
"ENSG00000034971.16",0,0,0,6,0,0,0,0,0,0
"ENSG00000035115.21",910,1815,841,2421,655,1215,1452,1199,1077,488
"ENSG00000035141.7",1801,1730,1052,1450,1206,527,2392,1158,922,645
"ENSG00000035403.17",593,830,960,3367,2821,1635,6305,967,1409,573
"ENSG00000035499.12",251,779,285,263,169,405,1151,224,44,233
"ENSG00000035664.11",72,492,91,529,130,445,150,33,138,67
"ENSG00000035681.7",644,929,647,1387,986,594,1537,341,451,318
"ENSG00000035687.9",968,1423,648,1789,1258,1892,2373,1200,2836,638
"ENSG00000035720.7",47,23,13,19,10,39,39,10,17,36
"ENSG00000035862.12",937,689,795,6441,5756,4786,2792,2140,1334,939
"ENSG00000035928.15",638,1253,1018,1958,826,1365,1724,509,616,346
"ENSG00000036054.12",635,1308,652,1101,699,1723,2219,903,776,911
"ENSG00000036257.12",626,1336,1321,2354,1232,1172,1675,1012,1259,579
"ENSG00000036448.9",4,10,7,26,2,36,8,6,2,8
"ENSG00000036473.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000036530.8",0,49,14,20,8,16,22,2,7,4
"ENSG00000036549.12",525,1750,1260,1395,782,887,1608,638,1284,674
"ENSG00000036565.14",2,4,0,4,2219,1,3,1,0,1
"ENSG00000036672.15",159,61,5,453,83,33,92,6,76,1
"ENSG00000036828.15",0,1,0,0,0,0,1,0,0,0
"ENSG00000037042.8",83,1179,178,972,171,878,359,76,253,143
"ENSG00000037241.7",555,2469,662,1556,838,1029,1701,475,250,558
"ENSG00000037280.15",115,201,255,200,278,126,198,62,88,74
"ENSG00000037474.14",1202,2858,1288,4317,1885,1820,2192,981,2706,1577
"ENSG00000037637.10",318,776,688,1073,464,567,835,181,548,218
"ENSG00000037749.11",51,190,163,582,140,917,627,271,282,190
"ENSG00000037757.13",31,135,178,184,73,288,221,160,255,146
"ENSG00000037897.16",244,917,277,981,464,285,470,446,458,172
"ENSG00000037965.5",6,9,9,134,162,60,109,58,51,25
"ENSG00000038002.8",229,814,398,1022,514,725,681,343,458,383
"ENSG00000038210.12",554,1215,442,1169,422,575,659,333,314,266
"ENSG00000038219.12",1413,1002,678,1404,580,1170,1176,313,463,368
"ENSG00000038274.16",741,2639,884,3933,1304,2806,2266,1456,711,1255
"ENSG00000038295.7",12,10,12,32,90,57,67,20,185,52
"ENSG00000038358.14",123,360,293,520,227,487,1116,181,435,144
"ENSG00000038382.18",611,1857,691,2377,724,1950,2323,584,2326,484
"ENSG00000038427.15",569,945,476,4484,2586,2901,5985,2319,912,1598
"ENSG00000038532.14",442,591,314,1861,724,564,576,146,435,187
"ENSG00000038945.14",436,939,566,794,797,1400,1385,2003,424,932
"ENSG00000039068.18",3252,8068,7135,11403,13790,4598,8990,5136,7728,2240
"ENSG00000039123.15",822,1493,1159,2159,1828,1454,2036,491,1075,501
"ENSG00000039139.9",4,236,244,584,32,124,238,155,241,40
"ENSG00000039319.16",476,1868,939,2266,1197,1759,1980,837,777,827
"ENSG00000039523.19",294,803,343,1196,851,557,794,453,311,279
"ENSG00000039537.13",3,1,2,4,0,1,4,6,3,4
"ENSG00000039560.13",261,352,443,1345,685,1468,1937,602,914,295
"ENSG00000039600.10",1,10,1,2,11,7,8,4,1,0
"ENSG00000039650.11",428,1322,498,1285,670,679,1013,247,288,166
"ENSG00000039987.6",0,0,0,0,0,2,11,0,1,0
"ENSG00000040199.18",191,284,210,465,270,378,361,194,201,96
"ENSG00000040275.16",489,565,253,418,564,480,1051,202,133,113
"ENSG00000040341.17",460,3625,1261,4284,2791,1766,2231,657,748,351
"ENSG00000040487.12",200,711,602,851,411,353,435,112,505,134
"ENSG00000040531.14",203,794,233,434,143,442,317,212,189,103
"ENSG00000040608.13",42,291,71,134,171,63,298,33,238,35
"ENSG00000040633.12",940,785,760,1440,961,1232,1084,984,611,420
"ENSG00000040731.10",0,0,0,0,8,0,0,0,0,36
"ENSG00000040933.15",155,814,338,581,381,587,816,258,612,363
"ENSG00000041353.9",88,1462,1243,1850,544,846,2956,1741,983,661
"ENSG00000041357.15",1730,6682,2202,4264,8084,3910,6716,4072,2721,3682
"ENSG00000041515.15",1,8,2,7,8,9,9,7,21,5
"ENSG00000041802.10",543,2001,952,1579,1062,1171,1773,604,1240,368
"ENSG00000041880.14",88,755,158,508,201,570,139,122,130,83
"ENSG00000041982.15",402,166,449,1751,806,312,1577,396,566,414
"ENSG00000041988.15",204,601,362,652,361,344,316,179,221,215
"ENSG00000042062.11",20,17,67,53,18,790,118,27,31,23
"ENSG00000042088.13",546,478,386,430,310,472,916,592,374,236
"ENSG00000042286.14",138,257,146,826,460,463,651,58,644,105
"ENSG00000042304.11",0,0,0,0,0,0,0,0,0,0
"ENSG00000042317.16",104,293,121,149,106,222,311,240,107,104
"ENSG00000042429.11",83,134,59,191,90,90,132,64,46,70
"ENSG00000042445.13",1335,1416,1713,5382,1686,1020,1205,525,1891,1209
"ENSG00000042493.15",758,996,434,3108,4368,2136,2677,1728,1661,888
"ENSG00000042753.11",3104,3143,1497,7102,5241,2426,4009,2060,2110,1987
"ENSG00000042781.12",3,13,5,6,6,12,39,4,11,4
"ENSG00000042813.7",2,1,0,0,2,4,0,0,1,0
"ENSG00000042832.11",4,7,13,8,13,19,6,332,14,7
"ENSG00000042980.12",49,126,30,102,60,383,80,109,130,227
"ENSG00000043039.6",14,20,331,807,175,141,200,272,566,92
"ENSG00000043093.13",624,1606,589,1395,1387,1308,2027,1249,1132,828
"ENSG00000043143.20",137,618,667,1302,605,2506,918,175,469,174
"ENSG00000043355.11",1,89,112,5,78,105,504,47,1,2
"ENSG00000043462.11",316,375,135,321,150,452,344,179,169,422
"ENSG00000043514.15",285,982,360,725,371,474,755,235,289,243
"ENSG00000043591.5",0,8,0,251,37,5,3,2,6,2
"ENSG00000044012.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000044090.8",270,1135,753,1677,460,1508,788,457,735,270
"ENSG00000044115.20",3512,7404,4190,13308,9882,6401,9423,1978,3844,2003
"ENSG00000044446.11",279,837,298,396,311,1066,933,98,678,249
"ENSG00000044459.14",1071,229,193,127,76,190,266,106,70,34
"ENSG00000044524.10",23,957,21,45,16,104,125,83,16,85
"ENSG00000044574.7",13866,14284,13300,54327,12856,8305,16318,6327,10289,5227
"ENSG00000046604.12",1288,1982,1867,2325,2794,1602,4102,1796,1761,722
"ENSG00000046647.13",314,567,359,476,602,804,730,590,186,585
"ENSG00000046651.14",395,1131,648,792,1073,1174,1725,330,570,985
"ENSG00000046653.14",60,71,46,76,121,203,1976,49,169,197
"ENSG00000046774.9",0,153,0,0,524,0,5,0,1,0
"ENSG00000046889.18",52,71,93,90,17,136,625,34,105,93
"ENSG00000047056.14",209,594,390,720,367,558,499,220,807,238
"ENSG00000047188.15",382,1500,588,1953,346,1656,1767,260,526,333
"ENSG00000047230.14",621,672,696,3267,1583,920,4349,611,1301,630
"ENSG00000047249.17",753,3643,1925,6164,706,2022,2898,594,783,1144
"ENSG00000047315.15",871,1606,2193,3544,1177,2547,3135,1482,1081,955
"ENSG00000047346.12",121,1191,1163,1568,899,3919,1835,645,797,1001
"ENSG00000047365.11",129,94,71,376,135,528,195,116,154,262
"ENSG00000047410.13",5996,1520,1680,2834,2492,3069,3051,1358,2982,661
"ENSG00000047457.13",9,12,1,7,81,27,41,16,22,26
"ENSG00000047578.12",236,1513,620,2546,534,1331,861,223,594,184
"ENSG00000047579.19",214,475,326,861,329,486,476,301,382,174
"ENSG00000047597.5",140,354,58,121,75,21,41,70,280,13
"ENSG00000047617.14",4,12,4,27,37,8,34,50,18,17
"ENSG00000047621.11",382,697,278,779,543,652,588,536,413,419
"ENSG00000047634.14",84,477,156,950,115,118,489,65,446,228
"ENSG00000047644.18",118,582,330,2920,1172,1321,1601,361,933,763
"ENSG00000047648.21",37,51,52,31,221,39,50,11,20,216
"ENSG00000047662.4",10,22,19,83,18,9,105,9,357,7
"ENSG00000047849.21",3414,2126,2782,6513,8826,5277,5746,1742,1565,989
"ENSG00000047932.13",665,1212,760,1087,800,907,943,680,525,592
"ENSG00000047936.10",3,0,0,4,1,4,0,0,0,0
"ENSG00000048028.11",224,285,169,907,239,520,1479,323,605,225
"ENSG00000048052.21",28,106,88,71,28,127,299,79,95,111
"ENSG00000048140.17",293,2182,734,3125,1201,1391,2214,658,984,790
"ENSG00000048162.20",542,1122,512,805,1067,367,597,165,446,317
"ENSG00000048342.15",106,316,38,358,163,281,518,255,57,98
"ENSG00000048392.11",224,3759,1128,3706,1101,1725,2994,7209,641,1273
"ENSG00000048405.9",214,977,473,687,424,693,439,446,698,309
"ENSG00000048462.10",26,207,4,28,4,119,25,36,17,84
"ENSG00000048471.13",248,294,202,807,463,594,462,128,216,185
"ENSG00000048540.14",11,129,11,12,127,4,52,22,28,312
"ENSG00000048544.5",595,2535,658,3566,1359,2612,1120,1753,959,1338
"ENSG00000048545.13",0,12,1,22,15,6,142,4,0,0
"ENSG00000048649.13",1130,626,531,1797,587,839,1267,382,923,278
"ENSG00000048707.13",659,1268,1027,2255,1276,932,1497,353,1300,553
"ENSG00000048740.18",157,186,105,243,152,528,649,103,189,305
"ENSG00000048828.16",1354,5201,4556,5449,3830,4541,4041,2660,4927,2081
"ENSG00000048991.16",549,930,452,645,913,463,1203,422,698,328
"ENSG00000049089.13",69,4056,345,308,104,109,273,102,212,88
"ENSG00000049130.14",127,8693,890,3031,834,1120,2241,438,3978,599
"ENSG00000049167.13",123,257,114,219,155,198,350,91,91,97
"ENSG00000049192.14",15,25,8,63,36,82,204,46,15,54
"ENSG00000049239.12",322,813,493,1529,815,1346,1226,249,1751,400
"ENSG00000049245.12",685,2360,2149,2701,855,2146,2327,858,1456,833
"ENSG00000049246.14",91,926,1005,471,141,311,337,109,135,51
"ENSG00000049247.13",1,26,6,40,28,1,12,16,10,13
"ENSG00000049249.8",23,55,11,45,29,73,41,28,14,48
"ENSG00000049283.17",97,466,6556,1301,1665,999,4827,202,1513,133
"ENSG00000049323.15",447,485,139,4179,1770,291,842,418,409,325
"ENSG00000049449.8",2680,2981,939,4695,5542,2562,2768,2270,2317,2594
"ENSG00000049540.16",3797,47,329,1854,968,828,124,81,435,259
"ENSG00000049541.10",1094,2398,911,1786,1358,1294,1392,977,985,620
"ENSG00000049618.22",685,633,854,1109,1399,1018,1474,822,1806,534
"ENSG00000049656.13",1608,4481,2124,7651,3230,2824,2584,1619,3447,832
"ENSG00000049759.17",49,783,1080,1024,578,279,1737,600,991,274
"ENSG00000049768.14",57,66,21,75,64,89,79,19,43,84
"ENSG00000049769.12",91,333,90,283,212,263,165,42,205,54
"ENSG00000049860.13",836,2317,1474,3976,2062,2528,2622,1264,1126,944
"ENSG00000049883.14",153,476,246,809,364,620,663,152,175,125
"ENSG00000050030.13",57,152,51,1,1,145,44,25,154,43
"ENSG00000050130.17",473,2085,1314,1414,510,1093,2156,1510,969,941
"ENSG00000050165.17",133,333,210,1106,398,1585,631,666,227,286
"ENSG00000050327.14",233,339,254,778,253,359,525,62,388,146
"ENSG00000050344.8",929,683,191,655,344,383,1435,151,581,374
"ENSG00000050393.11",512,1238,670,2206,1117,2375,2106,1154,981,560
"ENSG00000050405.13",488,3886,1541,4534,2158,2912,2213,2621,1730,1674
"ENSG00000050426.15",427,1626,797,1698,466,1449,1275,657,777,508
"ENSG00000050438.16",18,2186,295,1068,790,908,505,144,659,139
"ENSG00000050555.17",7,23,34,9,18,37,817,12,12,9
"ENSG00000050628.20",36,26,27,2813,123,511,329,466,987,75
"ENSG00000050730.15",6,5,1,3,3,18,6,7,1,15
"ENSG00000050748.17",354,2100,1409,3329,1207,2750,2122,968,632,833
"ENSG00000050767.15",13,10,8,7,9,14,97,9,6,10
"ENSG00000050820.16",332,1245,643,1966,1569,1183,1396,733,796,454
"ENSG00000051009.10",357,640,441,1119,320,1022,860,269,237,218
"ENSG00000051108.14",704,5833,1407,5644,1417,4754,2320,3089,1565,2797
"ENSG00000051128.18",406,149,72,257,522,314,225,135,324,178
"ENSG00000051180.16",145,1063,413,746,315,473,724,476,252,171
"ENSG00000051341.13",357,957,162,125,235,300,678,145,355,134
"ENSG00000051382.8",165,1009,579,1740,765,1443,1072,630,1077,481
"ENSG00000051523.10",3233,1332,451,990,10064,2179,1183,4149,1126,1009
"ENSG00000051596.9",499,863,389,650,1025,860,577,369,201,235
"ENSG00000051620.10",1983,3934,2180,2594,5969,1849,3104,1853,5369,3808
"ENSG00000051825.14",192,552,223,283,123,707,1044,382,367,152
"ENSG00000052126.14",355,693,397,774,303,530,1006,509,620,212
"ENSG00000052344.15",2089,5454,1631,14845,555,985,2090,1353,1971,360
"ENSG00000052723.11",514,1194,667,1774,940,1009,1619,577,543,658
"ENSG00000052749.13",650,918,1032,2218,1082,494,1089,287,787,274
"ENSG00000052795.12",237,890,480,949,140,552,618,272,405,530
"ENSG00000052802.12",692,3118,1927,2684,1422,1570,3247,2018,1075,2735
"ENSG00000052841.14",973,1869,2467,4322,1287,2163,1611,936,1175,608
"ENSG00000052850.5",59,1,15,22,16,9,4,5,16,4
"ENSG00000053108.16",45,154,29,596,132,47,129,4,45,420
"ENSG00000053254.15",244,131,264,350,240,659,1432,290,721,195
"ENSG00000053328.8",0,0,0,21,2,22,1,8,3,1
"ENSG00000053371.12",421,1484,1541,4260,1285,1508,1346,1042,1607,396
"ENSG00000053372.4",1351,2590,1788,2885,1786,944,2178,934,1432,744
"ENSG00000053438.8",16,6,4,16,14,22,150,3,31,15
"ENSG00000053501.12",271,774,178,643,663,302,432,301,326,245
"ENSG00000053524.12",7,3,0,8,4,2,30,3,6,4
"ENSG00000053702.14",33,73,82,99,55,68,80,19,52,34
"ENSG00000053747.15",40,2582,1026,1630,139,1046,1193,78,361,88
"ENSG00000053770.11",527,974,741,702,931,809,1211,506,700,455
"ENSG00000053900.10",323,1434,383,922,379,709,934,357,319,378
"ENSG00000053918.15",92,62,44,72,56,58,106,88,35,41
"ENSG00000054116.11",1088,3350,1546,3104,1771,1581,1821,1009,1360,1215
"ENSG00000054118.13",1443,1760,2706,3737,2335,1878,3549,806,1986,758
"ENSG00000054148.17",1210,4473,2230,910,2685,1601,3175,1276,756,845
"ENSG00000054179.11",1497,620,255,236,1433,14,247,96,78,118
"ENSG00000054219.10",44,207,27,92,40,63,126,148,219,217
"ENSG00000054267.21",1724,1744,1064,1539,1139,1960,1576,508,1580,486
"ENSG00000054277.13",19,39,14,67,14,74,48,21,171,31
"ENSG00000054282.15",171,252,155,378,322,564,311,232,403,116
"ENSG00000054356.13",2,5,0,38,286,12,375,8,8,1
"ENSG00000054392.12",97,695,175,1216,237,911,275,205,522,97
"ENSG00000054523.17",1043,1076,1034,1503,729,959,2215,227,1744,430
"ENSG00000054598.6",563,22,36,34,25,49,53,34,47,23
"ENSG00000054611.13",317,289,184,667,354,439,489,249,189,310
"ENSG00000054654.16",4515,1112,1157,963,704,701,1671,356,1056,609
"ENSG00000054690.13",534,583,192,206,261,515,521,111,518,82
"ENSG00000054793.13",852,3495,1328,4925,1513,1832,4524,924,3594,335
"ENSG00000054796.12",1,0,0,0,0,0,0,0,0,0
"ENSG00000054803.3",34,36,5,10,6,7,15,10,15,33
"ENSG00000054938.15",101,6,0,65,24,9,6,4,22,4
"ENSG00000054965.10",732,601,871,1899,976,915,1300,341,1439,583
"ENSG00000054967.12",68,82,40,152,43,101,194,24,86,64
"ENSG00000054983.16",174,753,553,323,287,607,551,393,641,454
"ENSG00000055044.10",1251,1753,1825,2092,2522,1421,2211,2159,682,1002
"ENSG00000055070.16",1544,2204,2290,3824,2224,2094,3361,1543,2247,1017
"ENSG00000055118.14",126,622,99,235,601,194,166,2,50,10
"ENSG00000055130.15",1021,2899,1350,2655,1452,1543,1817,622,1404,1122
"ENSG00000055147.18",168,751,322,1185,936,827,532,337,234,241
"ENSG00000055163.19",442,1929,503,2056,334,1337,1169,284,128,224
"ENSG00000055208.18",1010,1194,1285,2113,2078,1908,2066,1706,2876,938
"ENSG00000055211.12",523,1218,895,1340,842,1232,999,1479,777,704
"ENSG00000055332.16",2413,1254,2176,4587,1578,1643,2652,1421,2025,534
"ENSG00000055483.19",897,1871,1236,1664,926,1178,1909,461,1086,370
"ENSG00000055609.17",1194,2519,1096,2206,1455,2300,1783,508,2381,817
"ENSG00000055732.12",7,277,122,335,13,101,171,104,3,16
"ENSG00000055813.5",0,11,1,6,1,496,5,6,4,2
